"date","home_team","away_team","home_pts","away_pts","home_wins","away_wins"
2024-02-13,"New York Knicks","Toronto Raptors",121,120,1,0
2024-02-13,"New York Knicks","Washington Wizards",103,110,0,1
2024-02-13,"New York Knicks","San Antonio Spurs",111,108,1,0
2024-02-13,"New York Knicks","Sacramento Kings",109,106,1,0
2024-02-13,"New York Knicks","Orlando Magic",107,101,1,0
2024-02-13,"New York Knicks","Denver Nuggets",118,125,0,1
2024-02-13,"New York Knicks","Brooklyn Nets",119,117,1,0
2024-02-14,"New York Knicks","San Antonio Spurs",100,110,0,1
2024-02-14,"New York Knicks","LA Clippers",80,98,0,1
2024-02-14,"New York Knicks","Boston Celtics",95,105,0,1
2024-02-14,"New York Knicks","Phoenix Suns",121,120,1,0
2024-02-15,"New York Knicks","Charlotte Hornets",111,99,1,0
2024-02-15,"New York Knicks","Detroit Pistons",95,104,0,1
2024-02-15,"New York Knicks","Houston Rockets",133,119,1,0
2024-02-15,"New York Knicks","Utah Jazz",111,114,0,1
2024-02-15,"New York Knicks","Golden State Warriors",106,103,1,0
2024-02-15,"New York Knicks","Los Angeles Lakers",116,128,0,1
2024-02-15,"New York Knicks","Toronto Raptors",100,97,1,0
2024-02-15,"New York Knicks","Atlanta Hawks",147,126,1,0
2024-02-15,"New York Knicks","Atlanta Hawks",120,119,1,0
2024-02-15,"New York Knicks","Los Angeles Lakers",103,87,1,0
2024-02-15,"New York Knicks","Oklahoma City Thunder",103,114,0,1
2024-02-15,"New York Knicks","San Antonio Spurs",115,119,0,1
2024-02-15,"New York Knicks","Orlando Magic",104,101,1,0
2024-02-15,"New York Knicks","Utah Jazz",98,110,0,1
2024-02-15,"New York Knicks","Houston Rockets",83,92,0,1
2024-02-16,"Oklahoma City Thunder","Detroit Pistons",106,100,1,0
2024-02-16,"Oklahoma City Thunder","New Orleans Pelicans",109,112,0,1
2024-02-16,"Oklahoma City Thunder","Chicago Bulls",98,113,0,1
2024-02-16,"Oklahoma City Thunder","Orlando Magic",120,109,1,0
2024-02-17,"Oklahoma City Thunder","Boston Celtics",104,101,1,0
2024-02-17,"Oklahoma City Thunder","Detroit Pistons",120,117,1,0
2024-02-17,"Oklahoma City Thunder","Brooklyn Nets",131,125,1,0
2024-02-17,"Oklahoma City Thunder","Portland Trail Blazers",108,103,1,0
2024-02-17,"Oklahoma City Thunder","Indiana Pacers",109,111,0,1
2024-02-17,"Oklahoma City Thunder","Boston Celtics",90,104,0,1
2024-02-17,"Oklahoma City Thunder","Toronto Raptors",110,109,1,0
2024-02-17,"Oklahoma City Thunder","Portland Trail Blazers",126,112,1,0
2024-02-17,"Oklahoma City Thunder","Washington Wizards",90,109,0,1
2024-02-17,"Oklahoma City Thunder","Utah Jazz",112,106,1,0
2024-02-18,"Oklahoma City Thunder","Miami Heat",99,105,0,1
2024-02-18,"Oklahoma City Thunder","Minnesota Timberwolves",99,110,0,1
2024-02-18,"Oklahoma City Thunder","Philadelphia 76ers",118,108,1,0
2024-02-18,"Oklahoma City Thunder","San Antonio Spurs",114,104,1,0
2024-02-18,"Oklahoma City Thunder","Milwaukee Bucks",122,114,1,0
2024-02-18,"Oklahoma City Thunder","New York Knicks",110,114,0,1
2024-02-18,"Oklahoma City Thunder","Denver Nuggets",93,112,0,1
2024-02-19,"Oklahoma City Thunder","Denver Nuggets",104,98,1,0
2024-02-19,"Oklahoma City Thunder","New Orleans Pelicans",106,114,0,1
2024-02-19,"Oklahoma City Thunder","Memphis Grizzlies",109,115,0,1
2024-02-20,"Oklahoma City Thunder","Sacramento Kings",118,107,1,0
2024-02-20,"Oklahoma City Thunder","San Antonio Spurs",109,116,0,1
2024-02-20,"Oklahoma City Thunder","Cleveland Cavaliers",117,124,0,1
2024-02-20,"Oklahoma City Thunder","Brooklyn Nets",128,114,1,0
2024-02-20,"Oklahoma City Thunder","Atlanta Hawks",125,118,1,0
2024-02-21,"Oklahoma City Thunder","Memphis Grizzlies",140,124,1,0
2024-02-21,"Oklahoma City Thunder","Charlotte Hornets",136,128,1,0
2024-02-21,"Oklahoma City Thunder","Utah Jazz",118,105,1,0
2024-02-21,"Oklahoma City Thunder","Detroit Pistons",103,106,0,1
2024-02-21,"Oklahoma City Thunder","Atlanta Hawks",119,106,1,0
2024-02-21,"Oklahoma City Thunder","Houston Rockets",126,122,1,0
2024-02-21,"Oklahoma City Thunder","Cleveland Cavaliers",123,116,1,0
2024-02-22,"Oklahoma City Thunder","New York Knicks",125,121,1,0
2024-02-22,"Oklahoma City Thunder","Los Angeles Lakers",127,113,1,0
2024-02-22,"Oklahoma City Thunder","Detroit Pistons",106,107,0,1
2024-02-22,"Oklahoma City Thunder","Utah Jazz",91,94,0,1
2024-02-22,"Oklahoma City Thunder","Portland Trail Blazers",96,91,1,0
2024-02-22,"Orlando Magic","Cleveland Cavaliers",134,132,1,0
2024-02-22,"Orlando Magic","Indiana Pacers",113,110,1,0
2024-02-22,"Orlando Magic","Philadelphia 76ers",124,116,1,0
2024-02-22,"Orlando Magic","Milwaukee Bucks",115,118,0,1
2024-02-22,"Orlando Magic","Houston Rockets",121,126,0,1
2024-02-22,"Orlando Magic","Toronto Raptors",123,117,1,0
2024-02-22,"Orlando Magic","Detroit Pistons",124,110,1,0
2024-02-22,"Orlando Magic","Minnesota Timberwolves",133,118,1,0
2024-02-23,"Orlando Magic","Houston Rockets",107,114,0,1
2024-02-23,"Orlando Magic","New Orleans Pelicans",99,103,0,1
2024-02-23,"Orlando Magic","Atlanta Hawks",119,121,0,1
2024-02-23,"Orlando Magic","Houston Rockets",119,112,1,0
2024-02-23,"Orlando Magic","Milwaukee Bucks",129,110,1,0
2024-02-23,"Orlando Magic","Milwaukee Bucks",105,100,1,0
2024-02-23,"Orlando Magic","Denver Nuggets",117,123,0,1
2024-02-23,"Orlando Magic","Houston Rockets",109,106,1,0
2024-02-24,"Orlando Magic","Minnesota Timberwolves",103,109,0,1
2024-02-24,"Orlando Magic","Atlanta Hawks",118,110,1,0
2024-02-24,"Orlando Magic","Phoenix Suns",128,109,1,0
2024-02-24,"Orlando Magic","Cleveland Cavaliers",112,116,0,1
2024-02-24,"Orlando Magic","Boston Celtics",119,120,0,1
2024-02-24,"Orlando Magic","Los Angeles Lakers",118,116,1,0
2024-02-24,"Orlando Magic","Chicago Bulls",91,94,0,1
2024-02-24,"Orlando Magic","Atlanta Hawks",60,83,0,1
2024-02-25,"Orlando Magic","Sacramento Kings",105,106,0,1
2024-02-25,"Orlando Magic","Phoenix Suns",119,108,1,0
2024-02-25,"Orlando Magic","Minnesota Timberwolves",112,108,1,0
2024-02-25,"Orlando Magic","Utah Jazz",106,95,1,0
2024-02-25,"Orlando Magic","Charlotte Hornets",113,103,1,0
2024-02-25,"Orlando Magic","Memphis Grizzlies",74,90,0,1
2024-02-25,"Orlando Magic","Dallas Mavericks",142,139,1,0
2024-02-25,"Orlando Magic","Los Angeles Lakers",119,116,1,0
2024-02-25,"Orlando Magic","Golden State Warriors",119,110,1,0
2024-02-25,"Orlando Magic","Brooklyn Nets",103,89,1,0
2024-02-25,"Orlando Magic","Dallas Mavericks",121,107,1,0
2024-02-25,"Orlando Magic","Chicago Bulls",113,119,0,1
2024-02-25,"Orlando Magic","Portland Trail Blazers",128,119,1,0
2024-02-25,"Orlando Magic","Cleveland Cavaliers",109,115,0,1
2024-02-26,"Orlando Magic","Chicago Bulls",125,126,0,1
2024-02-26,"Orlando Magic","Oklahoma City Thunder",100,90,1,0
2024-02-26,"Orlando Magic","Minnesota Timberwolves",75,98,0,1
2024-02-26,"Philadelphia 76ers","Detroit Pistons",108,110,0,1
2024-02-26,"Philadelphia 76ers","Brooklyn Nets",121,112,1,0
2024-02-27,"Philadelphia 76ers","Brooklyn Nets",101,104,0,1
2024-02-27,"Philadelphia 76ers","Detroit Pistons",128,123,1,0
2024-02-27,"Philadelphia 76ers","LA Clippers",96,88,1,0
2024-02-27,"Philadelphia 76ers","Toronto Raptors",89,99,0,1
2024-02-27,"Philadelphia 76ers","Washington Wizards",112,128,0,1
2024-02-27,"Philadelphia 76ers","Toronto Raptors",112,120,0,1
2024-02-27,"Philadelphia 76ers","Dallas Mavericks",94,93,1,0
2024-02-27,"Philadelphia 76ers","Golden State Warriors",136,119,1,0
2024-02-27,"Philadelphia 76ers","Milwaukee Bucks",111,114,0,1
2024-02-27,"Philadelphia 76ers","Boston Celtics",94,95,0,1
2024-02-27,"Philadelphia 76ers","New York Knicks",103,114,0,1
2024-02-28,"Philadelphia 76ers","Milwaukee Bucks",131,120,1,0
2024-02-28,"Philadelphia 76ers","San Antonio Spurs",105,99,1,0
2024-02-28,"Philadelphia 76ers","Indiana Pacers",121,116,1,0
2024-02-28,"Philadelphia 76ers","Portland Trail Blazers",112,96,1,0
2024-02-28,"Philadelphia 76ers","Portland Trail Blazers",110,116,0,1
2024-02-29,"Philadelphia 76ers","Cleveland Cavaliers",88,99,0,1
2024-02-29,"Philadelphia 76ers","Orlando Magic",99,106,0,1
2024-02-29,"Philadelphia 76ers","New Orleans Pelicans",97,99,0,1
2024-02-29,"Philadelphia 76ers","Golden State Warriors",116,118,0,1
2024-02-29,"Philadelphia 76ers","Miami Heat",122,108,1,0
2024-02-29,"Philadelphia 76ers","Atlanta Hawks",125,115,1,0
2024-03-01,"Philadelphia 76ers","Golden State Warriors",129,117,1,0
2024-03-01,"Philadelphia 76ers","Dallas Mavericks",113,110,1,0
2024-03-01,"Philadelphia 76ers","Sacramento Kings",106,109,0,1
2024-03-01,"Philadelphia 76ers","Portland Trail Blazers",116,114,1,0
2024-03-01,"Philadelphia 76ers","Boston Celtics",108,116,0,1
2024-03-01,"Philadelphia 76ers","Charlotte Hornets",122,110,1,0
2024-03-01,"Philadelphia 76ers","New York Knicks",120,115,1,0
2024-03-02,"Philadelphia 76ers","Denver Nuggets",116,119,0,1
2024-03-02,"Philadelphia 76ers","Memphis Grizzlies",118,117,1,0
2024-03-02,"Philadelphia 76ers","Los Angeles Lakers",136,124,1,0
2024-03-02,"Philadelphia 76ers","Milwaukee Bucks",82,89,0,1
2024-03-02,"Philadelphia 76ers","San Antonio Spurs",95,114,0,1
2024-03-02,"Philadelphia 76ers","Chicago Bulls",117,112,1,0
2024-03-03,"Philadelphia 76ers","Milwaukee Bucks",94,102,0,1
2024-03-03,"Philadelphia 76ers","Milwaukee Bucks",113,102,1,0
2024-03-03,"Philadelphia 76ers","Miami Heat",113,116,0,1
2024-03-03,"Philadelphia 76ers","San Antonio Spurs",98,106,0,1
2024-03-03,"Phoenix Suns","New York Knicks",115,107,1,0
2024-03-03,"Phoenix Suns","Sacramento Kings",128,116,1,0
2024-03-03,"Phoenix Suns","Cleveland Cavaliers",124,123,1,0
2024-03-04,"Phoenix Suns","Brooklyn Nets",125,133,0,1
2024-03-04,"Phoenix Suns","Los Angeles Lakers",115,118,0,1
2024-03-04,"Phoenix Suns","Detroit Pistons",135,132,1,0
2024-03-04,"Phoenix Suns","Portland Trail Blazers",129,124,1,0
2024-03-04,"Phoenix Suns","Indiana Pacers",107,114,0,1
2024-03-05,"Phoenix Suns","Philadelphia 76ers",123,113,1,0
2024-03-05,"Phoenix Suns","Detroit Pistons",110,131,0,1
2024-03-05,"Phoenix Suns","Portland Trail Blazers",105,99,1,0
2024-03-05,"Phoenix Suns","Los Angeles Lakers",120,111,1,0
2024-03-05,"Phoenix Suns","Brooklyn Nets",127,112,1,0
2024-03-06,"Phoenix Suns","Charlotte Hornets",90,84,1,0
2024-03-06,"Phoenix Suns","Brooklyn Nets",104,106,0,1
2024-03-06,"Phoenix Suns","Dallas Mavericks",108,114,0,1
2024-03-06,"Phoenix Suns","Atlanta Hawks",76,79,0,1
2024-03-06,"Phoenix Suns","Utah Jazz",120,114,1,0
2024-03-06,"Phoenix Suns","Portland Trail Blazers",112,107,1,0
2024-03-07,"Phoenix Suns","Chicago Bulls",130,115,1,0
2024-03-07,"Phoenix Suns","Orlando Magic",122,118,1,0
2024-03-07,"Phoenix Suns","Charlotte Hornets",121,126,0,1
2024-03-07,"Phoenix Suns","Washington Wizards",81,91,0,1
2024-03-07,"Phoenix Suns","Toronto Raptors",118,110,1,0
2024-03-07,"Phoenix Suns","Denver Nuggets",99,103,0,1
2024-03-07,"Phoenix Suns","Indiana Pacers",87,110,0,1
2024-03-07,"Phoenix Suns","Indiana Pacers",106,109,0,1
2024-03-07,"Phoenix Suns","Indiana Pacers",104,97,1,0
2024-03-07,"Phoenix Suns","Memphis Grizzlies",107,90,1,0
2024-03-08,"Phoenix Suns","Detroit Pistons",109,133,0,1
2024-03-08,"Phoenix Suns","Portland Trail Blazers",104,95,1,0
2024-03-09,"Phoenix Suns","Brooklyn Nets",126,113,1,0
2024-03-09,"Phoenix Suns","Brooklyn Nets",102,98,1,0
2024-03-09,"Phoenix Suns","San Antonio Spurs",123,127,0,1
2024-03-09,"Phoenix Suns","Detroit Pistons",96,91,1,0
2024-03-09,"Phoenix Suns","Dallas Mavericks",95,100,0,1
2024-03-09,"Phoenix Suns","Toronto Raptors",88,97,0,1
2024-03-09,"Phoenix Suns","Philadelphia 76ers",119,111,1,0
2024-03-09,"Phoenix Suns","Indiana Pacers",107,105,1,0
2024-03-09,"Phoenix Suns","LA Clippers",118,136,0,1
2024-03-10,"Phoenix Suns","Milwaukee Bucks",114,110,1,0
2024-03-10,"Portland Trail Blazers","Memphis Grizzlies",124,125,0,1
2024-03-10,"Portland Trail Blazers","Memphis Grizzlies",117,119,0,1
2024-03-10,"Portland Trail Blazers","New York Knicks",124,118,1,0
2024-03-11,"Portland Trail Blazers","Brooklyn Nets",124,116,1,0
2024-03-11,"Portland Trail Blazers","Toronto Raptors",123,113,1,0
2024-03-11,"Portland Trail Blazers","LA Clippers",111,102,1,0
2024-03-11,"Portland Trail Blazers","New Orleans Pelicans",108,106,1,0
2024-03-11,"Portland Trail Blazers","Boston Celtics",129,115,1,0
2024-03-12,"Portland Trail Blazers","Orlando Magic",93,83,1,0
2024-03-12,"Portland Trail Blazers","Chicago Bulls",92,90,1,0
2024-03-12,"Portland Trail Blazers","Detroit Pistons",117,105,1,0
2024-03-12,"Portland Trail Blazers","Washington Wizards",86,89,0,1
2024-03-12,"Portland Trail Blazers","Minnesota Timberwolves",112,111,1,0
2024-03-12,"Portland Trail Blazers","Atlanta Hawks",120,115,1,0
2024-03-12,"Portland Trail Blazers","Charlotte Hornets",128,120,1,0
2024-03-12,"Portland Trail Blazers","Minnesota Timberwolves",129,122,1,0
2024-03-12,"Portland Trail Blazers","Chicago Bulls",121,116,1,0
2024-03-13,"Portland Trail Blazers","Brooklyn Nets",122,116,1,0
2024-03-14,"Portland Trail Blazers","Golden State Warriors",116,113,1,0
2024-03-14,"Portland Trail Blazers","Phoenix Suns",114,110,1,0
2024-03-14,"Portland Trail Blazers","Sacramento Kings",99,101,0,1
2024-03-14,"Portland Trail Blazers","Dallas Mavericks",145,135,1,0
2024-03-14,"Portland Trail Blazers","Los Angeles Lakers",109,101,1,0
2024-03-14,"Portland Trail Blazers","Washington Wizards",128,129,0,1
2024-03-14,"Portland Trail Blazers","Toronto Raptors",130,120,1,0
2024-03-14,"Portland Trail Blazers","Golden State Warriors",126,132,0,1
2024-03-15,"Portland Trail Blazers","Philadelphia 76ers",116,118,0,1
2024-03-15,"Portland Trail Blazers","Golden State Warriors",95,105,0,1
2024-03-15,"Portland Trail Blazers","Oklahoma City Thunder",97,107,0,1
2024-03-16,"Portland Trail Blazers","Detroit Pistons",104,95,1,0
2024-03-16,"Portland Trail Blazers","Dallas Mavericks",114,121,0,1
2024-03-16,"Portland Trail Blazers","Cleveland Cavaliers",136,111,1,0
2024-03-16,"Portland Trail Blazers","New York Knicks",138,109,1,0
2024-03-16,"Portland Trail Blazers","Utah Jazz",104,111,0,1
2024-03-17,"Portland Trail Blazers","Denver Nuggets",108,103,1,0
2024-03-17,"Portland Trail Blazers","San Antonio Spurs",108,105,1,0
2024-03-17,"Portland Trail Blazers","Phoenix Suns",109,119,0,1
2024-03-17,"Portland Trail Blazers","Chicago Bulls",121,124,0,1
2024-03-17,"Portland Trail Blazers","San Antonio Spurs",104,111,0,1
2024-03-17,"Portland Trail Blazers","New Orleans Pelicans",118,113,1,0
2024-03-18,"Portland Trail Blazers","New York Knicks",118,113,1,0
2024-03-18,"Sacramento Kings","Houston Rockets",104,112,0,1
2024-03-18,"Sacramento Kings","Toronto Raptors",112,107,1,0
2024-03-18,"Sacramento Kings","Milwaukee Bucks",114,116,0,1
2024-03-18,"Sacramento Kings","Dallas Mavericks",120,118,1,0
2024-03-18,"Sacramento Kings","Phoenix Suns",94,112,0,1
2024-03-19,"Sacramento Kings","Golden State Warriors",125,116,1,0
2024-03-19,"Sacramento Kings","Indiana Pacers",106,104,1,0
2024-03-19,"Sacramento Kings","Orlando Magic",127,112,1,0
2024-03-19,"Sacramento Kings","Charlotte Hornets",112,117,0,1
2024-03-19,"Sacramento Kings","New York Knicks",107,109,0,1
2024-03-19,"Sacramento Kings","Brooklyn Nets",119,109,1,0
2024-03-19,"Sacramento Kings","Washington Wizards",109,105,1,0
2024-03-19,"Sacramento Kings","Washington Wizards",122,116,1,0
2024-03-19,"Sacramento Kings","Atlanta Hawks",106,113,0,1
2024-03-19,"Sacramento Kings","Miami Heat",129,139,0,1
2024-03-19,"Sacramento Kings","San Antonio Spurs",96,109,0,1
2024-03-19,"Sacramento Kings","Chicago Bulls",120,111,1,0
2024-03-19,"Sacramento Kings","New Orleans Pelicans",110,99,1,0
2024-03-20,"Sacramento Kings","Milwaukee Bucks",115,120,0,1
2024-03-20,"Sacramento Kings","Houston Rockets",116,107,1,0
2024-03-20,"Sacramento Kings","Atlanta Hawks",96,111,0,1
2024-03-20,"Sacramento Kings","Phoenix Suns",146,120,1,0
2024-03-20,"Sacramento Kings","Atlanta Hawks",118,127,0,1
2024-03-20,"Sacramento Kings","Minnesota Timberwolves",102,107,0,1
2024-03-20,"Sacramento Kings","Brooklyn Nets",94,106,0,1
2024-03-20,"Sacramento Kings","Chicago Bulls",108,112,0,1
2024-03-21,"Sacramento Kings","Dallas Mavericks",140,123,1,0
2024-03-21,"Sacramento Kings","Cleveland Cavaliers",131,111,1,0
2024-03-21,"Sacramento Kings","Miami Heat",110,112,0,1
2024-03-21,"Sacramento Kings","LA Clippers",129,119,1,0
2024-03-21,"Sacramento Kings","Atlanta Hawks",108,118,0,1
2024-03-21,"Sacramento Kings","Phoenix Suns",123,122,1,0
2024-03-21,"Sacramento Kings","New Orleans Pelicans",93,89,1,0
2024-03-21,"Sacramento Kings","Minnesota Timberwolves",100,97,1,0
2024-03-21,"Sacramento Kings","Golden State Warriors",100,97,1,0
2024-03-21,"Sacramento Kings","Los Angeles Lakers",118,114,1,0
2024-03-21,"Sacramento Kings","Golden State Warriors",105,95,1,0
2024-03-22,"Sacramento Kings","Philadelphia 76ers",120,107,1,0
2024-03-22,"Sacramento Kings","Boston Celtics",100,115,0,1
2024-03-22,"Sacramento Kings","Miami Heat",133,131,1,0
2024-03-22,"Sacramento Kings","Utah Jazz",104,107,0,1
2024-03-22,"San Antonio Spurs","Detroit Pistons",128,110,1,0
2024-03-22,"San Antonio Spurs","Milwaukee Bucks",115,113,1,0
2024-03-22,"San Antonio Spurs","Boston Celtics",124,103,1,0
2024-03-23,"San Antonio Spurs","Memphis Grizzlies",72,75,0,1
2024-03-23,"San Antonio Spurs","Philadelphia 76ers",113,127,0,1
2024-03-23,"San Antonio Spurs","Toronto Raptors",98,106,0,1
2024-03-23,"San Antonio Spurs","Denver Nuggets",100,102,0,1
2024-03-23,"San Antonio Spurs","Brooklyn Nets",107,113,0,1
2024-03-23,"San Antonio Spurs","Boston Celtics",117,103,1,0
2024-03-23,"San Antonio Spurs","Milwaukee Bucks",125,120,1,0
2024-03-23,"San Antonio Spurs","Orlando Magic",108,105,1,0
2024-03-23,"San Antonio Spurs","Brooklyn Nets",122,119,1,0
2024-03-23,"San Antonio Spurs","Houston Rockets",112,107,1,0
2024-03-23,"San Antonio Spurs","Sacramento Kings",103,99,1,0
2024-03-23,"San Antonio Spurs","Chicago Bulls",125,118,1,0
2024-03-24,"San Antonio Spurs","Orlando Magic",154,137,1,0
2024-03-24,"San Antonio Spurs","Atlanta Hawks",84,99,0,1
2024-03-24,"San Antonio Spurs","Brooklyn Nets",103,105,0,1
2024-03-24,"San Antonio Spurs","Los Angeles Lakers",103,97,1,0
2024-03-24,"San Antonio Spurs","Cleveland Cavaliers",134,128,1,0
2024-03-24,"San Antonio Spurs","Miami Heat",126,111,1,0
2024-03-24,"San Antonio Spurs","Golden State Warriors",90,84,1,0
2024-03-24,"San Antonio Spurs","Toronto Raptors",90,86,1,0
2024-03-24,"San Antonio Spurs","Denver Nuggets",105,120,0,1
2024-03-25,"San Antonio Spurs","Philadelphia 76ers",116,113,1,0
2024-03-25,"San Antonio Spurs","Orlando Magic",104,88,1,0
2024-03-25,"San Antonio Spurs","Detroit Pistons",93,97,0,1
2024-03-25,"San Antonio Spurs","Brooklyn Nets",99,114,0,1
2024-03-26,"San Antonio Spurs","Boston Celtics",99,110,0,1
2024-03-26,"San Antonio Spurs","Cleveland Cavaliers",94,89,1,0
2024-03-26,"San Antonio Spurs","Boston Celtics",113,118,0,1
2024-03-26,"San Antonio Spurs","Miami Heat",92,105,0,1
2024-03-27,"San Antonio Spurs","Portland Trail Blazers",134,124,1,0
2024-03-27,"San Antonio Spurs","Detroit Pistons",119,115,1,0
2024-03-27,"San Antonio Spurs","Chicago Bulls",114,123,0,1
2024-03-27,"San Antonio Spurs","Milwaukee Bucks",97,88,1,0
2024-03-27,"San Antonio Spurs","Indiana Pacers",106,118,0,1
2024-03-28,"San Antonio Spurs","New York Knicks",126,122,1,0
2024-03-28,"San Antonio Spurs","Charlotte Hornets",125,116,1,0
2024-03-29,"San Antonio Spurs","Cleveland Cavaliers",103,98,1,0
2024-03-29,"San Antonio Spurs","Boston Celtics",119,109,1,0
2024-03-29,"Toronto Raptors","Brooklyn Nets",85,89,0,1
2024-03-29,"Toronto Raptors","Minnesota Timberwolves",101,104,0,1
2024-03-29,"Toronto Raptors","Milwaukee Bucks",113,102,1,0
2024-03-29,"Toronto Raptors","Phoenix Suns",122,114,1,0
2024-03-30,"Toronto Raptors","Minnesota Timberwolves",136,134,1,0
2024-03-30,"Toronto Raptors","Washington Wizards",108,114,0,1
2024-03-30,"Toronto Raptors","Houston Rockets",110,105,1,0
2024-03-30,"Toronto Raptors","Denver Nuggets",118,120,0,1
2024-03-30,"Toronto Raptors","Dallas Mavericks",113,118,0,1
2024-03-30,"Toronto Raptors","Oklahoma City Thunder",125,113,1,0
2024-03-30,"Toronto Raptors","New York Knicks",112,103,1,0
2024-03-30,"Toronto Raptors","Utah Jazz",111,116,0,1
2024-03-31,"Toronto Raptors","Orlando Magic",112,118,0,1
2024-03-31,"Toronto Raptors","Washington Wizards",128,113,1,0
2024-03-31,"Toronto Raptors","Philadelphia 76ers",124,131,0,1
2024-03-31,"Toronto Raptors","Phoenix Suns",121,135,0,1
2024-03-31,"Toronto Raptors","Atlanta Hawks",86,99,0,1
2024-03-31,"Toronto Raptors","Utah Jazz",123,114,1,0
2024-03-31,"Toronto Raptors","Phoenix Suns",94,96,0,1
2024-03-31,"Toronto Raptors","New Orleans Pelicans",88,104,0,1
2024-03-31,"Toronto Raptors","Miami Heat",109,105,1,0
2024-03-31,"Toronto Raptors","Denver Nuggets",88,108,0,1
2024-03-31,"Toronto Raptors","New York Knicks",137,129,1,0
2024-03-31,"Toronto Raptors","Minnesota Timberwolves",111,101,1,0
2024-03-31,"Toronto Raptors","Oklahoma City Thunder",107,116,0,1
2024-04-01,"Toronto Raptors","Golden State Warriors",130,119,1,0
2024-04-01,"Toronto Raptors","Golden State Warriors",100,113,0,1
2024-04-01,"Toronto Raptors","New Orleans Pelicans",124,116,1,0
2024-04-01,"Toronto Raptors","Orlando Magic",107,103,1,0
2024-04-02,"Toronto Raptors","LA Clippers",113,105,1,0
2024-04-02,"Toronto Raptors","Philadelphia 76ers",92,103,0,1
2024-04-02,"Toronto Raptors","Indiana Pacers",99,86,1,0
2024-04-03,"Toronto Raptors","Denver Nuggets",109,117,0,1
2024-04-03,"Toronto Raptors","Oklahoma City Thunder",115,105,1,0
2024-04-03,"Toronto Raptors","Cleveland Cavaliers",104,108,0,1
2024-04-03,"Toronto Raptors","Orlando Magic",104,117,0,1
2024-04-03,"Toronto Raptors","Dallas Mavericks",119,111,1,0
2024-04-03,"Toronto Raptors","Utah Jazz",119,109,1,0
2024-04-03,"Toronto Raptors","Dallas Mavericks",95,104,0,1
2024-04-04,"Toronto Raptors","Chicago Bulls",121,128,0,1
2024-04-04,"Toronto Raptors","Atlanta Hawks",121,112,1,0
2024-04-04,"Utah Jazz","New Orleans Pelicans",95,111,0,1
2024-04-04,"Utah Jazz","Phoenix Suns",114,121,0,1
2024-04-04,"Utah Jazz","Houston Rockets",110,114,0,1
2024-04-04,"Utah Jazz","Boston Celtics",94,100,0,1
2024-04-04,"Utah Jazz","Minnesota Timberwolves",96,106,0,1
2024-04-04,"Utah Jazz","Philadelphia 76ers",111,101,1,0
2024-04-04,"Utah Jazz","Golden State Warriors",94,91,1,0
2024-04-04,"Utah Jazz","Cleveland Cavaliers",119,108,1,0
2024-04-04,"Utah Jazz","Oklahoma City Thunder",126,117,1,0
2024-04-05,"Utah Jazz","Charlotte Hornets",105,104,1,0
2024-04-05,"Utah Jazz","Washington Wizards",123,115,1,0
2024-04-05,"Utah Jazz","Indiana Pacers",122,118,1,0
2024-04-05,"Utah Jazz","Oklahoma City Thunder",110,109,1,0
2024-04-05,"Utah Jazz","Cleveland Cavaliers",102,105,0,1
2024-04-05,"Utah Jazz","Milwaukee Bucks",92,102,0,1
2024-04-05,"Utah Jazz","Los Angeles Lakers",114,107,1,0
2024-04-05,"Utah Jazz","Atlanta Hawks",135,127,1,0
2024-04-06,"Utah Jazz","San Antonio Spurs",120,111,1,0
2024-04-06,"Utah Jazz","Houston Rockets",92,105,0,1
2024-04-06,"Utah Jazz","Phoenix Suns",108,105,1,0
2024-04-06,"Utah Jazz","New York Knicks",118,111,1,0
2024-04-06,"Utah Jazz","Sacramento Kings",107,111,0,1
2024-04-06,"Utah Jazz","Portland Trail Blazers",127,125,1,0
2024-04-06,"Utah Jazz","Toronto Raptors",111,105,1,0
2024-04-06,"Utah Jazz","New Orleans Pelicans",125,121,1,0
2024-04-06,"Utah Jazz","Phoenix Suns",99,103,0,1
2024-04-06,"Utah Jazz","Chicago Bulls",115,112,1,0
2024-04-06,"Utah Jazz","Brooklyn Nets",121,106,1,0
2024-04-06,"Utah Jazz","LA Clippers",107,121,0,1
2024-04-06,"Utah Jazz","New Orleans Pelicans",130,125,1,0
2024-04-06,"Utah Jazz","Oklahoma City Thunder",131,127,1,0
2024-04-07,"Utah Jazz","Washington Wizards",114,118,0,1
2024-04-07,"Utah Jazz","Portland Trail Blazers",118,104,1,0
2024-04-07,"Utah Jazz","Minnesota Timberwolves",101,109,0,1
2024-04-07,"Utah Jazz","New York Knicks",124,113,1,0
2024-04-07,"Utah Jazz","Los Angeles Lakers",88,87,1,0
2024-04-07,"Utah Jazz","Boston Celtics",139,126,1,0
2024-04-07,"Utah Jazz","Atlanta Hawks",99,98,1,0
2024-04-08,"Utah Jazz","Orlando Magic",108,105,1,0
2024-04-08,"Utah Jazz","Orlando Magic",146,125,1,0
2024-04-08,"Utah Jazz","Los Angeles Lakers",109,115,0,1
2024-04-08,"Washington Wizards","Dallas Mavericks",117,115,1,0
2024-04-08,"Washington Wizards","Memphis Grizzlies",106,102,1,0
2024-04-09,"Washington Wizards","Philadelphia 76ers",101,92,1,0
